Citympg,price,Horsepower,Classification,Driveline,EngineType,FuelType,Height,Highwaympg,Hybrid,ID,Length,Make,ModelYear,NumberofForwardGears,Torque,Transmission,Width,Year
20,1062000,161,Automatic transmission,Front-wheel drive,Mazda 2.5L 4 Cylinder 161 hp 161 ft-lbs,Gasoline,109,28,FALSE,2011 Mazda CX-7 i SV,73,Mazda,2011 Mazda CX-7,5,161,5 Speed Automatic Select Shift,79,2011
20,1063000,161,Automatic transmission,Front-wheel drive,Mazda 2.5L 4 Cylinder 161 hp 161 ft-lbs,Gasoline,109,28,FALSE,2011 Mazda CX-7 i Sport,73,Mazda,2011 Mazda CX-7,5,161,5 Speed Automatic Select Shift,79,2011
18,1064000,244,Automatic transmission,Front-wheel drive,Mazda 2.3L 4 Cylinder 244 hp 258 ft-lbs Turbo,Gasoline,109,24,FALSE,2011 Mazda CX-7 s Touring,73,Mazda,2011 Mazda CX-7,6,258,6 Speed Automatic Select Shift,79,2011
17,1065000,244,Automatic transmission,All-wheel drive,Mazda 2.3L 4 Cylinder 244 hp 258 ft-lbs Turbo,Gasoline,109,21,FALSE,2011 Mazda CX-7 s Touring AWD,73,Mazda,2011 Mazda CX-7,6,258,6 Speed Automatic Select Shift,79,2011
20,1066000,161,Automatic transmission,Front-wheel drive,Mazda 2.5L 4 Cylinder 161 hp 161 ft-lbs,Gasoline,109,28,FALSE,2011 Mazda CX-7 i Touring,73,Mazda,2011 Mazda CX-7,5,161,5 Speed Automatic Select Shift,79,2011
18,1067000,244,Automatic transmission,Front-wheel drive,Mazda 2.3L 4 Cylinder 244 hp 258 ft-lbs Turbo,Gasoline,109,24,FALSE,2011 Mazda CX-7 s Grand Touring,73,Mazda,2011 Mazda CX-7,6,258,6 Speed Automatic Select Shift,79,2011
17,1068000,244,Automatic transmission,All-wheel drive,Mazda 2.3L 4 Cylinder 244 hp 258 ft-lbs Turbo,Gasoline,109,21,FALSE,2011 Mazda CX-7 s Grand Touring AWD,73,Mazda,2011 Mazda CX-7,6,258,6 Speed Automatic Select Shift,79,2011
17,1069000,262,Automatic transmission,Front-wheel drive,Ford 3.5L 6 Cylinder 262 hp 248 ft-lbs,Gasoline,191,24,FALSE,2012 Ford Flex SE,5,Ford,2012 Ford Flex,6,248,6 Speed Automatic,135,2012
17,1070000,262,Automatic transmission,Front-wheel drive,Ford 3.5L 6 Cylinder 262 hp 248 ft-lbs,Gasoline,191,24,FALSE,2012 Ford Flex SEL,5,Ford,2012 Ford Flex,6,248,6 Speed Automatic,135,2012
16,1071000,262,Automatic transmission,All-wheel drive,Ford 3.5L 6 Cylinder 262 hp 248 ft-lbs,Gasoline,191,23,FALSE,2012 Ford Flex SEL AWD,5,Ford,2012 Ford Flex,6,248,6 Speed Automatic,135,2012
17,1072000,262,Automatic transmission,Front-wheel drive,Ford 3.5L 6 Cylinder 262 hp 248 ft-lbs,Gasoline,191,24,FALSE,2012 Ford Flex Limited,5,Ford,2012 Ford Flex,6,248,6 Speed Automatic,135,2012
16,1073000,262,Automatic transmission,All-wheel drive,Ford 3.5L 6 Cylinder 262 hp 248 ft-lbs,Gasoline,191,23,FALSE,2012 Ford Flex Limited AWD,5,Ford,2012 Ford Flex,6,248,6 Speed Automatic,135,2012
16,1074000,355,Automatic transmission,All-wheel drive,Ford 3.5L 6 Cylinder 355 hp 350 ft-lbs Turbo,Gasoline,191,22,FALSE,2012 Ford Flex Limited AWD Turbo,5,Ford,2012 Ford Flex,6,350,6 Speed Automatic Select Shift,135,2012
17,1075000,262,Automatic transmission,Front-wheel drive,Ford 3.5L 6 Cylinder 262 hp 248 ft-lbs,Gasoline,191,24,FALSE,2012 Ford Flex Titanium,5,Ford,2012 Ford Flex,6,248,6 Speed Automatic,135,2012
16,1076000,262,Automatic transmission,All-wheel drive,Ford 3.5L 6 Cylinder 262 hp 248 ft-lbs,Gasoline,191,23,FALSE,2012 Ford Flex Titanium AWD,5,Ford,2012 Ford Flex,6,248,6 Speed Automatic,135,2012
16,1077000,355,Automatic transmission,All-wheel drive,Ford 3.5L 6 Cylinder 355 hp 350 ft-lbs Turbo,Gasoline,191,22,FALSE,2012 Ford Flex Titanium AWD Turbo,5,Ford,2012 Ford Flex,6,350,6 Speed Automatic Select Shift,135,2012
27,1078000,117,Manual transmission,Front-wheel drive,Honda 1.5L 4 Cylinder 117 hp 106 ft-lbs,Gasoline,244,33,FALSE,2010 Honda Fit,8,Honda,2010 Honda Fit,5,106,5 Speed Manual,158,2010
28,1079000,117,Automatic transmission,Front-wheel drive,Honda 1.5L 4 Cylinder 117 hp 106 ft-lbs,Gasoline,244,35,FALSE,2010 Honda Fit AT,8,Honda,2010 Honda Fit,5,106,5 Speed Automatic,158,2010
27,1080000,117,Manual transmission,Front-wheel drive,Honda 1.5L 4 Cylinder 117 hp 106 ft-lbs,Gasoline,244,33,FALSE,2010 Honda Fit Sport,8,Honda,2010 Honda Fit,5,106,5 Speed Manual,158,2010
27,1081000,117,Automatic transmission,Front-wheel drive,Honda 1.5L 4 Cylinder 117 hp 106 ft-lbs,Gasoline,244,33,FALSE,2010 Honda Fit Sport AT,8,Honda,2010 Honda Fit,5,106,5 Speed Automatic,158,2010
17,1082000,262,Automatic transmission,Front-wheel drive,Ford 3.5L 6 Cylinder 262 hp 248 ft-lbs,Gasoline,191,24,FALSE,2011 Ford Flex SE,5,Ford,2011 Ford Flex,6,248,6 Speed Automatic,135,2011
17,1083000,262,Automatic transmission,Front-wheel drive,Ford 3.5L 6 Cylinder 262 hp 248 ft-lbs,Gasoline,191,24,FALSE,2011 Ford Flex SEL,5,Ford,2011 Ford Flex,6,248,6 Speed Automatic,135,2011
16,1084000,262,Automatic transmission,All-wheel drive,Ford 3.5L 6 Cylinder 262 hp 248 ft-lbs,Gasoline,191,22,FALSE,2011 Ford Flex SEL AWD,5,Ford,2011 Ford Flex,6,248,6 Speed Automatic,135,2011
16,1085000,355,Automatic transmission,All-wheel drive,Ford 3.5L 6 Cylinder 355 hp 350 ft-lbs Turbo,Gasoline,191,22,FALSE,2011 Ford Flex SEL AWD Turbo,5,Ford,2011 Ford Flex,6,350,6 Speed Automatic,135,2011
17,1086000,262,Automatic transmission,Front-wheel drive,Ford 3.5L 6 Cylinder 262 hp 248 ft-lbs,Gasoline,191,24,FALSE,2011 Ford Flex Limited,5,Ford,2011 Ford Flex,6,248,6 Speed Automatic,135,2011
16,1087000,262,Automatic transmission,All-wheel drive,Ford 3.5L 6 Cylinder 262 hp 248 ft-lbs,Gasoline,191,22,FALSE,2011 Ford Flex Limited AWD,5,Ford,2011 Ford Flex,6,248,6 Speed Automatic,135,2011
16,1088000,355,Automatic transmission,All-wheel drive,Ford 3.5L 6 Cylinder 355 hp 350 ft-lbs Turbo,Gasoline,191,22,FALSE,2011 Ford Flex Limited AWD Turbo,5,Ford,2011 Ford Flex,6,350,6 Speed Automatic,135,2011
17,1089000,262,Automatic transmission,Front-wheel drive,Ford 3.5L 6 Cylinder 262 hp 248 ft-lbs,Gasoline,191,24,FALSE,2011 Ford Flex Titanium,5,Ford,2011 Ford Flex,6,248,6 Speed Automatic,135,2011
16,1090000,262,Automatic transmission,All-wheel drive,Ford 3.5L 6 Cylinder 262 hp 248 ft-lbs,Gasoline,191,22,FALSE,2011 Ford Flex Titanium AWD,5,Ford,2011 Ford Flex,6,248,6 Speed Automatic,135,2011
16,1091000,355,Automatic transmission,All-wheel drive,Ford 3.5L 6 Cylinder 355 hp 350 ft-lbs Turbo,Gasoline,191,22,FALSE,2011 Ford Flex Titanium AWD Turbo,5,Ford,2011 Ford Flex,6,350,6 Speed Automatic,135,2011
20,1092000,161,Automatic transmission,Front-wheel drive,Mazda 2.5L 4 Cylinder 161 hp 161 ft-lbs,Gasoline,109,28,FALSE,2010 Mazda CX-7 i SV,73,Mazda,2010 Mazda CX-7,5,161,5 Speed Automatic Select Shift,79,2010
20,1093000,161,Automatic transmission,Front-wheel drive,Mazda 2.5L 4 Cylinder 161 hp 161 ft-lbs,Gasoline,109,28,FALSE,2010 Mazda CX-7 i Sport,73,Mazda,2010 Mazda CX-7,5,161,5 Speed Automatic Select Shift,79,2010
18,1094000,244,Automatic transmission,Front-wheel drive,Mazda 2.3L 4 Cylinder 244 hp 258 ft-lbs Turbo,Gasoline,109,25,FALSE,2010 Mazda CX-7 s Touring,73,Mazda,2010 Mazda CX-7,6,258,6 Speed Automatic Select Shift,79,2010
17,1095000,244,Automatic transmission,All-wheel drive,Mazda 2.3L 4 Cylinder 244 hp 258 ft-lbs Turbo,Gasoline,109,23,FALSE,2010 Mazda CX-7 s Touring AWD,73,Mazda,2010 Mazda CX-7,6,258,6 Speed Automatic Select Shift,79,2010
18,1096000,244,Automatic transmission,Front-wheel drive,Mazda 2.3L 4 Cylinder 244 hp 258 ft-lbs Turbo,Gasoline,109,25,FALSE,2010 Mazda CX-7 s Grand Touring,73,Mazda,2010 Mazda CX-7,6,258,6 Speed Automatic Select Shift,79,2010
17,1097000,244,Automatic transmission,All-wheel drive,Mazda 2.3L 4 Cylinder 244 hp 258 ft-lbs Turbo,Gasoline,109,23,FALSE,2010 Mazda CX-7 s Grand Touring AWD,73,Mazda,2010 Mazda CX-7,6,258,6 Speed Automatic Select Shift,79,2010
23,1098000,165,Automatic transmission,Front-wheel drive,Hyundai 2.0L 4 Cylinder 165 hp 146 ft-lbs,Gasoline,120,31,FALSE,2011 Hyundai Tucson GL AT,47,Hyundai,2011 Hyundai Tucson,6,146,6 Speed Automatic Select Shift,29,2011
22,1099000,176,Automatic transmission,Front-wheel drive,Hyundai 2.4L 4 Cylinder 176 hp 168 ft-lbs,Gasoline,148,31,FALSE,2011 Hyundai Tucson GLS,47,Hyundai,2011 Hyundai Tucson,6,168,6 Speed Automatic Select Shift,29,2011
22,1100000,170,Automatic transmission,Front-wheel drive,Hyundai 2.4L 4 Cylinder 170 hp 163 ft-lbs,Gasoline,148,31,FALSE,2011 Hyundai Tucson Limited PZEV,47,Hyundai,2011 Hyundai Tucson,6,163,6 Speed Automatic Select Shift,29,2011
21,1101000,176,Automatic transmission,All-wheel drive,Hyundai 2.4L 4 Cylinder 176 hp 168 ft-lbs,Gasoline,148,28,FALSE,2011 Hyundai Tucson Limited AWD,47,Hyundai,2011 Hyundai Tucson,6,168,6 Speed Automatic Select Shift,29,2011
21,1102000,170,Automatic transmission,All-wheel drive,Hyundai 2.4L 4 Cylinder 170 hp 163 ft-lbs,Gasoline,148,28,FALSE,2011 Hyundai Tucson Limited PZEV AWD,47,Hyundai,2011 Hyundai Tucson,6,163,6 Speed Automatic Select Shift,29,2011
21,1103000,176,Automatic transmission,All-wheel drive,Hyundai 2.4L 4 Cylinder 176 hp 168 ft-lbs,Gasoline,148,28,FALSE,2011 Hyundai Tucson GLS AWD,47,Hyundai,2011 Hyundai Tucson,6,168,6 Speed Automatic Select Shift,29,2011
22,1104000,170,Automatic transmission,Front-wheel drive,Hyundai 2.4L 4 Cylinder 170 hp 163 ft-lbs,Gasoline,148,31,FALSE,2011 Hyundai Tucson GLS PZEV,47,Hyundai,2011 Hyundai Tucson,6,163,6 Speed Automatic Select Shift,29,2011
20,1105000,165,Manual transmission,Front-wheel drive,Hyundai 2.0L 4 Cylinder 165 hp 146 ft-lbs,Gasoline,120,27,FALSE,2011 Hyundai Tucson GL,47,Hyundai,2011 Hyundai Tucson,5,146,5 Speed Manual,29,2011
21,1106000,170,Automatic transmission,All-wheel drive,Hyundai 2.4L 4 Cylinder 170 hp 163 ft-lbs,Gasoline,148,28,FALSE,2011 Hyundai Tucson GLS PZEV AWD,47,Hyundai,2011 Hyundai Tucson,6,163,6 Speed Automatic Select Shift,29,2011
22,1107000,176,Automatic transmission,Front-wheel drive,Hyundai 2.4L 4 Cylinder 176 hp 168 ft-lbs,Gasoline,148,31,FALSE,2011 Hyundai Tucson Limited,47,Hyundai,2011 Hyundai Tucson,6,168,6 Speed Automatic Select Shift,29,2011
11,1108000,430,Manual transmission,All-wheel drive,Audi 4.2L 8 cylinder 430 hp 316 ft-lbs,Gasoline,220,20,FALSE,2012 Audi R8 Spyder 4.2,79,Audi,2012 Audi R8 Spyder,6,316,6 Speed Manual,237,2012
12,1109000,525,Manual transmission,All-wheel drive,Audi 5.2L 10 Cylinder 525 hp 391 ft-lbs,Gasoline,220,19,FALSE,2012 Audi R8 Spyder 5.2,83,Audi,2012 Audi R8 Spyder,6,391,6 Speed Manual,237,2012
17,1110000,262,Automatic transmission,Front-wheel drive,Ford 3.5L 6 Cylinder 262 hp 248 ft-lbs,Gasoline,191,24,FALSE,2010 Ford Flex SE,5,Ford,2010 Ford Flex,6,248,6 Speed Automatic,135,2010
17,1111000,262,Automatic transmission,Front-wheel drive,Ford 3.5L 6 Cylinder 262 hp 248 ft-lbs,Gasoline,191,24,FALSE,2010 Ford Flex SEL,5,Ford,2010 Ford Flex,6,248,6 Speed Automatic,135,2010
16,1112000,262,Automatic transmission,All-wheel drive,Ford 3.5L 6 Cylinder 262 hp 248 ft-lbs,Gasoline,191,22,FALSE,2010 Ford Flex SEL AWD,5,Ford,2010 Ford Flex,6,248,6 Speed Automatic,135,2010
16,1113000,355,Automatic transmission,All-wheel drive,Ford 3.5L 6 Cylinder 355 hp 350 ft-lbs Turbo,Gasoline,191,22,FALSE,2010 Ford Flex SEL AWD Turbo,5,Ford,2010 Ford Flex,6,350,6 Speed Automatic,135,2010
17,1114000,262,Automatic transmission,Front-wheel drive,Ford 3.5L 6 Cylinder 262 hp 248 ft-lbs,Gasoline,191,24,FALSE,2010 Ford Flex Limited,5,Ford,2010 Ford Flex,6,248,6 Speed Automatic,,2010
16,1115000,262,Automatic transmission,All-wheel drive,Ford 3.5L 6 Cylinder 262 hp 248 ft-lbs,Gasoline,191,22,FALSE,2010 Ford Flex Limited AWD,5,Ford,2010 Ford Flex,6,248,6 Speed Automatic,135,2010
16,1116000,355,Automatic transmission,All-wheel drive,Ford 3.5L 6 Cylinder 355 hp 350 ft-lbs Turbo,Gasoline,191,22,FALSE,2010 Ford Flex Limited AWD Turbo,5,Ford,2010 Ford Flex,6,350,6 Speed Automatic,135,2010
17,1117000,273,Automatic transmission,Front-wheel drive,Mazda 3.7L 6 Cylinder 273 hp 270 ft-lbs,Gasoline,191,24,FALSE,2011 Mazda CX-9 Sport,221,Mazda,2011 Mazda CX-9,6,270,6 Speed Automatic Select Shift,143,2011
16,1118000,273,Automatic transmission,All-wheel drive,Mazda 3.7L 6 Cylinder 273 hp 270 ft-lbs,Gasoline,191,22,FALSE,2011 Mazda CX-9 Sport AWD,221,Mazda,2011 Mazda CX-9,6,270,6 Speed Automatic Select Shift,143,2011
17,1119000,273,Automatic transmission,Front-wheel drive,Mazda 3.7L 6 Cylinder 273 hp 270 ft-lbs,Gasoline,191,24,FALSE,2011 Mazda CX-9 Touring,221,Mazda,2011 Mazda CX-9,6,270,6 Speed Automatic Select Shift,143,2011
16,1120000,273,Automatic transmission,All-wheel drive,Mazda 3.7L 6 Cylinder 273 hp 270 ft-lbs,Gasoline,191,22,FALSE,2011 Mazda CX-9 Touring AWD,221,Mazda,2011 Mazda CX-9,6,270,6 Speed Automatic Select Shift,143,2011
17,1121000,273,Automatic transmission,Front-wheel drive,Mazda 3.7L 6 Cylinder 273 hp 270 ft-lbs,Gasoline,191,24,FALSE,2011 Mazda CX-9 Grand Touring,221,Mazda,2011 Mazda CX-9,6,270,6 Speed Automatic Select Shift,143,2011
16,1122000,273,Automatic transmission,All-wheel drive,Mazda 3.7L 6 Cylinder 273 hp 270 ft-lbs,Gasoline,191,22,FALSE,2011 Mazda CX-9 Grand Touring AWD,221,Mazda,2011 Mazda CX-9,6,270,6 Speed Automatic Select Shift,143,2011
18,1123000,200,Manual transmission,Front-wheel drive,Volkswagen 2.0L 4 Cylinder 200 hp 207 ft-lbs Turbo,Gasoline,148,26,FALSE,2011 Volkswagen Tiguan S,75,Volkswagen,2011 Volkswagen Tiguan,6,207,6 Speed Manual,16,2011
20,1124000,200,Automatic transmission,Front-wheel drive,Volkswagen 2.0L 4 Cylinder 200 hp 207 ft-lbs Turbo,Gasoline,148,25,FALSE,2011 Volkswagen Tiguan S AT,75,Volkswagen,2011 Volkswagen Tiguan,6,207,6 Speed Automatic,16,2011
20,1125000,200,Automatic transmission,Front-wheel drive,Volkswagen 2.0L 4 Cylinder 200 hp 207 ft-lbs Turbo,Gasoline,148,25,FALSE,2011 Volkswagen Tiguan SE,75,Volkswagen,2011 Volkswagen Tiguan,6,207,6 Speed Automatic,16,2011
20,1126000,200,Automatic transmission,Front-wheel drive,Volkswagen 2.0L 4 Cylinder 200 hp 207 ft-lbs Turbo,Gasoline,150,25,FALSE,2011 Volkswagen Tiguan SEL,75,Volkswagen,2011 Volkswagen Tiguan,6,207,6 Speed Automatic,16,2011
14,1127000,280,Automatic transmission,Four-wheel drive,Volkswagen 3.6L 6 Cylinder 280 hp 265 ft-lbs,Gasoline,191,19,FALSE,2010 Volkswagen Touareg VR6 FSI Sport,146,Volkswagen,2010 Volkswagen Touareg,6,265,6 Speed Automatic,135,2010
18,1128000,225,Automatic transmission,Four-wheel drive,Volkswagen 3.0L 225 hp 406 ft-lbs Diesel,Diesel fuel,191,25,FALSE,2010 Volkswagen Touareg V6 TDI Clean Diesel Sport,146,Volkswagen,2010 Volkswagen Touareg,6,406,6 Speed Automatic,135,2010
14,1129000,382,Automatic transmission,All-wheel drive,Mercedes-Benz 5.5L 8 Cylinder 382 hp 391 ft-lbs,Gasoline,137,21,FALSE,2010 Mercedes-Benz CL550 4Matic,200,Mercedes,2010 Mercedes-Benz CL-Class,7,391,7 Speed Automatic Select Shift,79,2010
11,1130000,510,Automatic transmission,Rear-wheel drive,Mercedes-Benz 5.5L 12 Cylinder 510 hp 612 ft-lbs Turbo,Gasoline,137,17,FALSE,2010 Mercedes-Benz CL600,200,Mercedes-Benz,2010 Mercedes-Benz CL-Class,5,612,5 Speed Automatic Select Shift,79,2010
11,1131000,518,Automatic transmission,Rear-wheel drive,Mercedes-AMG 6.2L 8 Cylinder 518hp 465ft-lbs,Gasoline,137,18,FALSE,2010 Mercedes-Benz CL63 AMG,200,AMG,2010 Mercedes-Benz CL-Class,7,465,7 Speed Automatic Select Shift,79,2010
11,1132000,621,Automatic transmission,Rear-wheel drive,Mercedes-AMG 6.0L 12 Cylinder 621hp 738ft-lbs Turbo,Gasoline,137,17,FALSE,2010 Mercedes-Benz CL65 AMG,200,AMG,2010 Mercedes-Benz CL-Class,5,738,5 Speed Automatic Select Shift,79,2010
18,1133000,230,Manual transmission,Rear-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,Gasoline,132,28,FALSE,2011 BMW 128i Convertible,9,BMW Motorrad,2011 BMW 1 Series Convertible,6,200,6 Speed Manual,211,2011
18,1134000,230,Automatic transmission,Rear-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,Gasoline,132,27,FALSE,2011 BMW 128i Convertible AT,9,BMW Motorrad,2011 BMW 1 Series Convertible,6,200,6 Speed Automatic Select Shift,211,2011
19,1135000,300,Manual transmission,Rear-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,Gasoline,132,28,FALSE,2011 BMW 135i Convertible,9,BMW,2011 BMW 1 Series Convertible,6,300,6 Speed Manual,211,2011
12,1136000,510,Automatic transmission,Rear-wheel drive,Mercedes-Benz 5.5L 12 Cylinder 510 hp 612 ft-lbs Turbo,Gasoline,137,18,FALSE,2011 Mercedes-Benz CL600,231,Mercedes-Benz,2011 Mercedes-Benz CL-Class,5,612,5 Speed Automatic Select Shift,79,2011
15,1137000,536,Automatic transmission,Rear-wheel drive,Mercedes-AMG 5.5L 8 Cylinder 536hp 590ft-lbs Turbo,Gasoline,137,21,FALSE,2011 Mercedes-Benz CL63 AMG,200,AMG,2011 Mercedes-Benz CL-Class,7,590,7 Speed Automatic Select Shift,79,2011
15,1138000,429,Automatic transmission,All-wheel drive,Mercedes-Benz 4.6L 8 Cylinder 429hp 516ft-lbs Turbo,Gasoline,137,23,FALSE,2011 Mercedes-Benz CL550 4Matic,231,Mercedes-Benz,2011 Mercedes-Benz CL-Class,7,516,7 Speed Automatic Select Shift,79,2011
12,1139000,621,Automatic transmission,Rear-wheel drive,Mercedes-AMG 6.0L 12 Cylinder 621hp 738ft-lbs Turbo,Gasoline,137,18,FALSE,2011 Mercedes-Benz CL65 AMG,200,AMG,2011 Mercedes-Benz CL-Class,5,738,5 Speed Automatic Select Shift,79,2011
18,1140000,300,Automatic transmission,Rear-wheel drive,BMW 3.0L 6 Cylinder 300 hp 300 ft-lbs,Gasoline,127,25,FALSE,2010 BMW 135i Coupe AT,9,BMW Motorrad,2010 BMW 1 Series Coupe,6,300,6 Speed Automatic Select Shift,211,2010
18,1141000,300,Manual transmission,Rear-wheel drive,BMW 3.0L 6 Cylinder 300 hp 300 ft-lbs,Gasoline,127,25,FALSE,2010 BMW 135i Coupe,9,BMW Motorrad,2010 BMW 1 Series Coupe,6,300,6 Speed Manual,211,2010
18,1142000,230,Manual transmission,Rear-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,Gasoline,142,28,FALSE,2010 BMW 128i Coupe,9,BMW Motorrad,2010 BMW 1 Series Coupe,6,200,6 Speed Manual,211,2010
18,1143000,230,Automatic transmission,Rear-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,Gasoline,142,28,FALSE,2010 BMW 128i Coupe AT,9,BMW Motorrad,2010 BMW 1 Series Coupe,6,200,6 Speed Automatic Select Shift,211,2010
23,1144000,176,Automatic transmission,Front-wheel drive,Hyundai 2.4L 4 Cylinder 176 hp 168 ft-lbs,Gasoline,148,31,FALSE,2010 Hyundai Tucson Limited,47,Hyundai,2010 Hyundai Tucson,6,168,6 Speed Automatic Select Shift,29,2010
22,1145000,176,Manual transmission,Front-wheel drive,Hyundai 2.4L 4 Cylinder 176 hp 168 ft-lbs,Gasoline,120,30,FALSE,2010 Hyundai Tucson GLS,47,Hyundai,2010 Hyundai Tucson,6,168,6 Speed Manual,29,2010
21,1146000,170,Automatic transmission,Four-wheel drive,Hyundai 2.4L 4 Cylinder 170 hp 163 ft-lbs,Gasoline,148,28,FALSE,2010 Hyundai Tucson Limited PZEV 4WD,47,Hyundai,2010 Hyundai Tucson,6,163,6 Speed Automatic Select Shift,29,2010
21,1147000,176,Automatic transmission,Four-wheel drive,Hyundai 2.4L 4 Cylinder 176 hp 168 ft-lbs,Gasoline,148,28,FALSE,2010 Hyundai Tucson Limited 4WD,47,Hyundai,2010 Hyundai Tucson,6,168,6 Speed Automatic Select Shift,29,2010
21,1148000,176,Automatic transmission,Four-wheel drive,Hyundai 2.4L 4 Cylinder 176 hp 168 ft-lbs,Gasoline,120,28,FALSE,2010 Hyundai Tucson GLS AT 4WD,47,Hyundai,2010 Hyundai Tucson,6,168,6 Speed Automatic Select Shift,29,2010
21,1149000,170,Automatic transmission,Four-wheel drive,Hyundai 2.4L 4 Cylinder 170 hp 163 ft-lbs,Gasoline,120,28,FALSE,2010 Hyundai Tucson GLS PZEV 4WD,47,Hyundai,2010 Hyundai Tucson,6,163,6 Speed Automatic Select Shift,29,2010
23,1150000,170,Automatic transmission,Front-wheel drive,Hyundai 2.4L 4 Cylinder 170 hp 163 ft-lbs,Gasoline,148,31,FALSE,2010 Hyundai Tucson Limited PZEV,47,Hyundai,2010 Hyundai Tucson,6,163,6 Speed Automatic Select Shift,29,2010
23,1151000,176,Automatic transmission,Front-wheel drive,Hyundai 2.4L 4 Cylinder 176 hp 168 ft-lbs,Gasoline,120,31,FALSE,2010 Hyundai Tucson GLS AT,47,Hyundai,2010 Hyundai Tucson,6,168,6 Speed Automatic Select Shift,29,2010
23,1152000,170,Automatic transmission,Front-wheel drive,Hyundai 2.4L 4 Cylinder 170 hp 163 ft-lbs,Gasoline,120,31,FALSE,2010 Hyundai Tucson GLS PZEV,47,Hyundai,2010 Hyundai Tucson,6,163,6 Speed Automatic Select Shift,29,2010
20,1153000,300,Manual transmission,Rear-wheel drive,BMW 3.0L 6 Cylinder 300 hp 300 ft-lbs,Gasoline,127,28,FALSE,2011 BMW 135i Coupe,9,BMW Motorrad,2011 BMW 1 Series Coupe,6,300,6 Speed Manual,211,2011
18,1154000,230,Automatic transmission,Rear-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,Gasoline,142,28,FALSE,2011 BMW 128i Coupe AT,9,BMW Motorrad,2011 BMW 1 Series Coupe,6,200,6 Speed Automatic Select Shift,211,2011
18,1155000,230,Manual transmission,Rear-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,Gasoline,142,28,FALSE,2011 BMW 128i Coupe,9,BMW Motorrad,2011 BMW 1 Series Coupe,6,200,6 Speed Manual,211,2011
14,1156000,382,Automatic transmission,Rear-wheel drive,Mercedes-Benz 5.5L 8 Cylinder 382 hp 391 ft-lbs,Gasoline,134,21,FALSE,2010 Mercedes-Benz CLS550,53,Mercedes,2010 Mercedes-Benz CLS-Class,7,391,7 Speed Automatic Select Shift,79,2010
12,1157000,507,Automatic transmission,Rear-wheel drive,Mercedes-AMG 6.2L 8 Cylinder 507 hp 465 ft-lbs,Gasoline,109,18,FALSE,2010 Mercedes-Benz CLS63 AMG,53,AMG,2010 Mercedes-Benz CLS-Class,7,465,7 Speed Automatic Select Shift,79,2010
16,1158000,430,Manual transmission,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,Gasoline,223,26,FALSE,2011 Chevrolet Corvette Convertible 1LT,82,Chevrolet,2011 Chevrolet Corvette Convertible,6,424,6 Speed Manual,52,2011
15,1159000,430,Automatic transmission,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,Gasoline,223,25,FALSE,2011 Chevrolet Corvette Convertible 1LT AT,82,Chevrolet,2011 Chevrolet Corvette Convertible,6,424,6 Speed Automatic,52,2011
16,1160000,430,Manual transmission,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,Gasoline,223,26,FALSE,2011 Chevrolet Corvette Convertible 2LT,82,Chevrolet,2011 Chevrolet Corvette Convertible,6,424,6 Speed Manual,52,2011
15,1161000,430,Automatic transmission,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,Gasoline,223,25,FALSE,2011 Chevrolet Corvette Convertible 2LT AT,82,Chevrolet,2011 Chevrolet Corvette Convertible,6,424,6 Speed Automatic,52,2011
16,1162000,430,Manual transmission,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,Gasoline,223,26,FALSE,2011 Chevrolet Corvette Convertible 3LT,82,Chevrolet,2011 Chevrolet Corvette Convertible,6,424,6 Speed Manual,52,2011
15,1163000,430,Automatic transmission,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,Gasoline,223,25,FALSE,2011 Chevrolet Corvette Convertible 3LT AT,82,Chevrolet,2011 Chevrolet Corvette Convertible,6,424,6 Speed Automatic,52,2011
16,1164000,430,Manual transmission,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,Gasoline,223,26,FALSE,2011 Chevrolet Corvette Convertible 4LT,82,Chevrolet,2011 Chevrolet Corvette Convertible,6,424,6 Speed Manual,52,2011
15,1165000,430,Automatic transmission,Rear-wheel drive,Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs,Gasoline,223,25,FALSE,2011 Chevrolet Corvette Convertible 4LT AT,82,Chevrolet,2011 Chevrolet Corvette Convertible,6,424,6 Speed Automatic,52,2011
